id,source_es,source_en,name,description,reviewed
back_volcano,Volcán — La furia de la tierra fundida.,Volcano — The fury of the molten earth.,Volcan,La fureur de la terre en fusion.,no
back_storm_night,Tormenta Nocturna — Rayos en el cielo oscuro.,Night Storm — Lightning in the dark sky.,Tempête nocturne,Des éclairs dans le ciel sombre.,no
back_ocean_deep,Océano Profundo — Donde no llega la luz del sol.,Deep Ocean — Where the sunlight does not reach.,Océan profond,Là où la lumière du soleil n’atteint pas.,no
back_golden_empire,Imperio Dorado — Riqueza de civilizaciones perdidas.,Golden Empire — Wealth of lost civilizations.,Empire d'Or,Richesse des civilisations perdues.,no
back_dark_nebula,Nebulosa Oscura — Gases espaciales inquietantes.,Dark Nebula — Disturbing space gases.,Nébuleuse sombre,Gaz spatiaux perturbateurs.,no
back_emerald_forest,Bosque Esmeralda — El corazón de la naturaleza.,Emerald Forest — The heart of nature.,Forêt d'émeraude,Le cœur de la nature.,no
back_silver_storm,Tormenta de Plata — Destellos metálicos constantes.,Silver Storm — Constant metallic flashes.,Tempête d'argent,Des éclairs métalliques constants.,no
back_royal_purple,Púrpura Real — La nobleza en tus cartas.,Royal Purple — The nobility in your letters.,Violet Royal,La noblesse dans vos lettres.,no
back_iron_epic,Hierro Forjado — Metal templado en batalla.,Wrought Iron — Battle-tempered metal.,Fer Forgé,Métal trempé au combat.,no
back_orchid,Orquídea — Rareza floral de otro nivel.,Orchid — Next level floral rarity.,Orchidée,Rareté florale de niveau supérieur.,no
back_thunder2,"Tormenta Épica — Más que relámpagos, la furia del cielo.","Epic Storm — More than lightning, the fury of the sky.",Tempête épique,"Plus que l'éclair, la fureur du ciel.",no
back_titan,Titán — Colosal. Nadie puede pararlo.,Titan — Colossal. Nobody can stop it.,Titane,Colossal. Personne ne peut l'arrêter.,no
back_omen,Presagio — Un augurio oscuro en la baraja.,Omen — A dark omen in the deck.,Présage,Un sombre présage dans le deck.,no
back_radiant,Resplandor — Luz pura que ciega a la competencia.,Glow — Pure light that blinds the competition.,Lueur,Une lumière pure qui aveugle la concurrence.,no
avatar_fisherman,Pescador — Paciencia para pescar la carta perfecta.,Fisherman — Patience to fish for the perfect card.,Pêcheur,Patience pour pêcher la carte parfaite.,no
avatar_baker,Panadero — Amasa victorias con sus propias manos.,Baker — Amass victories with your own hands.,Boulanger,Accumulez des victoires de vos propres mains.,no
avatar_mechanic,Mecánico — Arregla cualquier situación difícil.,Mechanic — Fix any difficult situation.,Mécanicien,Résolvez toute situation difficile.,no
avatar_teacher,Maestro — Enseña lecciones dolorosas.,Master — Teaches painful lessons.,Maître,Enseigne des leçons douloureuses.,no
avatar_doctor,Doctor — Cura sus errores antes que los del rival.,Doctor — He cures his mistakes before those of his rival.,Docteur,Il guérit ses erreurs avant celles de son rival.,no
avatar_gladiator2,"Luchador — Arena, sangre y gloria en cada carta.","Fighter — Sand, blood and glory on every card.",Combattant,"Du sable, du sang et de la gloire sur chaque carte.",no
avatar_pirate2,Filibustero — Roba más rápido que nadie.,Filibuster — Steal faster than anyone.,Obstruction systématique,Volez plus vite que quiconque.,no
avatar_ninja2,Shinobi — Invisible hasta el golpe final.,Shinobi — Invisible until the final blow.,Shinobi,Invisible jusqu'au coup final.,no
avatar_mage2,Archihechicero — Controla el mazo con magia antigua.,Archsorcerer — Control the deck with ancient magic.,Archorcier,Contrôlez le deck avec la magie ancienne.,no
avatar_knight2,Cruzado — Fe inquebrantable en sus cartas.,Crossed — Unbreakable faith in his letters.,Traversé,Une foi inébranlable dans ses lettres.,no
avatar_dragon2,Dragón Antiguo — El más viejo y sabio de los dragones.,Ancient Dragon — The oldest and wisest of the dragons.,Dragon ancien,Le plus ancien et le plus sage des dragons.,no
avatar_demon,Demonio — Viene del infierno a quemar la mesa.,Demon — He comes from hell to burn the table.,Démon,Il vient de l'enfer pour brûler la table.,no
avatar_angel,Ángel — Alas de luz que guían al ganador.,Angel — Wings of light that guide the winner.,Ange,Des ailes de lumière qui guident le vainqueur.,no
avatar_wizard2,Mago Supremo — El hechizo perfecto en cada turno.,Supreme Wizard — The perfect spell every turn.,Sorcier suprême,Le sort parfait à chaque tour.,no
avatar_specter,"Espectro Real — Ni vivo ni muerto, solo ganador.","Royal Spectrum — Neither alive nor dead, just winner.",Spectre Royal,"Ni vivant ni mort, juste vainqueur.",no
avatar_titan2,Colosus — Montaña de músculo y astucia.,Colossus — Mountain of muscle and cunning.,Colosse,Montagne de muscles et de ruse.,no
avatar_trickster2,Ilusionista — Hace aparecer victorias de la nada.,Illusionist — It makes victories appear out of nowhere.,Illusionniste,Cela fait surgir des victoires de nulle part.,no
avatar_odin,Odín — El padre de todos los guerreros de cartas.,Odin — The father of all card warriors.,Odin,Le père de tous les guerriers de cartes.,no
avatar_thoth,Thoth — Dios del conocimiento y del destino.,Thoth — God of knowledge and destiny.,Thot,Dieu de la connaissance et du destin.,no
avatar_ares,Ares — El dios de la guerra en la mesa.,Ares — The god of war on the table.,Arès,Le dieu de la guerre sur la table.,no
avatar_developer,Desarrollador — El creador del juego.,Developer — The creator of the game.,Développeur,Le créateur du jeu.,no
frame_sky,Marco Cielo — Azul despejado de un día perfecto.,Sky Frame — Clear blue of a perfect day.,Cadre du ciel,Bleu clair d’une journée parfaite.,no
frame_rust,Marco Óxido — Hierro que el tiempo ha marcado.,Rust Frame — Iron that time has marked.,Cadre Rouille,Un fer que le temps a marqué.,no
frame_chalk,Marco Tiza — Simple y efectivo como el jugador.,Chalk Frame — Simple and effective like the player.,Cadre à craie,Simple et efficace à l'image du joueur.,no
frame_moss2,Marco Musgo — Verde natural del bosque profundo.,Moss Frame — Natural deep forest green.,Cadre en mousse,Vert forêt profond naturel.,no
frame_ink,Marco Tinta — Negro profundo de caligrafía.,Ink Frame — Calligraphy deep black.,Cadre d'encre,Calligraphie d'un noir profond.,no
frame_lava2,Marco Lava — Roca fundida que rodea tu avatar.,Marco Lava — Molten rock surrounding your avatar.,Marco Lava,Roche en fusion entourant votre avatar.,no
frame_jade2,Marco Jade — Suerte verde en tu perfil.,Marco Jade — Green luck on your profile.,Marco Jade,Chance verte sur votre profil.,no
frame_rose,Marco Rosa Dorado — Elegancia moderna de lujo.,Golden Rose Frame — Modern luxury elegance.,Cadre Rose Doré,Élégance de luxe moderne.,no
frame_arctic,Marco Ártico — Frío extremo que congela el juego.,Arctic Frame — Extreme cold that freezes the game.,Cadre arctique,Un froid extrême qui fige le jeu.,no
frame_galaxy2,Marco Espiral — Galaxia en espiral alrededor de tu avatar.,Spiral Frame — Spiral galaxy around your avatar.,Cadre en spirale,Galaxie spirale autour de votre avatar.,no
frame_thunder2,Marco Rayo — Descarga eléctrica alrededor de ti.,Lightning Marco — Electric shock around you.,Foudre Marco,Choc électrique autour de vous.,no
frame_storm2,Marco Tormenta — Nubes y rayos que te envuelven.,Storm Frame — Clouds and rays that surround you.,Cadre de tempête,Nuages et rayons qui vous entourent.,no
frame_acid,Marco Ácido — Corrosión que disuelve a tus rivales.,Acid Framework — Corrosion that dissolves your rivals.,Cadre acide,Une corrosion qui dissout vos rivaux.,no
frame_blood2,Marco Sangre — Carmesí que intimida antes de jugar.,Marco Blood — Crimson that intimidates before playing.,Marco Sang,Pourpre qui intimide avant de jouer.,no
frame_prism2,Marco Prisma — Arcoíris fraccionado que hipnotiza.,Prism Frame — Fractional rainbow that hypnotizes.,Cadre prisme,Arc-en-ciel fractionné qui hypnotise.,no
frame_mirage,Marco Espejismo — Cambia de forma según quien lo mire.,Mirage Frame — It changes shape depending on who looks at it.,Cadre Mirage,Il change de forme selon qui le regarde.,no
frame_rune,Marco Runas — Símbolos antiguos de poder puro.,Runes Frame — Ancient symbols of pure power.,Cadre de runes,Symboles anciens de pouvoir pur.,no
frame_titan_l,Marco Titán — Solo para el más colosal de todos.,Titan Frame — Only for the most colossal of all.,Cadre Titane,Seulement pour les plus colossaux de tous.,no
frame_holy_l,Marco Sagrado — La luz divina que protege al campeón.,Sacred Frame — The divine light that protects the champion.,Cadre sacré,La lumière divine qui protège le champion.,no
frame_nexus_l,Marco Nexo — Punto de unión entre mundos.,Nexus Frame — Union point between worlds.,Cadre Nexus,Point d'union entre les mondes.,no
title_slayer,El Exterminador — Sin piedad. Sin derrota.,The Exterminator — Without mercy. No defeat.,L'exterminateur,Sans pitié. Aucune défaite.,no
title_dominator,Dominador — Controla la mesa desde el primer turno.,Dominator — Control the table from the first turn.,Dominateur,Contrôlez la table dès le premier tour.,no
title_conqueror_t,Conquistador Supremo — No hay mesa que no haya rendido.,Supreme Conqueror — There is no table that has not performed.,Conquérant suprême,Il n'y a pas de table qui n'ait pas été performante.,no
title_warlord_t,Señor de la Guerra — Comandando cada fase del juego.,Warlord — Commanding each phase of the game.,Seigneur de guerre,Commander chaque phase du jeu.,no
title_emperor_t,Emperador del Azar — El destino se inclina ante él.,Emperor of Chance — Fate bows before him.,Empereur du hasard,Le destin s'incline devant lui.,no
title_oracle_t,Oráculo Sagrado — Anticipando la victoria final.,Sacred Oracle — Anticipating the final victory.,Oracle sacré,En prévision de la victoire finale.,no
title_titan_t,Titán de las Cartas — Una fuerza imparable en el tablero.,Titan of Cards — An unstoppable force on the board.,Titan des cartes,Une force imparable sur le plateau.,no
title_reaper_t,Segador de Almas — Cobrando la apuesta final.,Soul Reaper — Collecting the final bet.,Faucheur d'âme,Récupérer la mise finale.,no
title_phoenix_t,Fénix Eterno — Surgiendo de las cenizas de la derrota.,Eternal Phoenix — Rising from the ashes of defeat.,Phénix éternel,Renaître des cendres de la défaite.,no
title_celestial_t,Ser Celestial — Jugando en un plano superior.,Celestial Being — Playing on a higher plane.,Être céleste,Jouer sur un plan supérieur.,no
title_abyssal_t,Señor del Abismo — La suerte se hunde en su oscuridad.,Lord of the Abyss — Luck sinks into its darkness.,Seigneur des Abysses,La chance s'enfonce dans ses ténèbres.,no
title_radiant_t,Luz Radiante — Cegando a sus oponentes con genialidad.,Radiant Light — Blinding his opponents with genius.,Lumière rayonnante,Aveugler ses adversaires avec génie.,no
title_spectral_t,Soberano Espectral — Una victoria que trasciende la realidad.,Spectral Sovereign — A victory that transcends reality.,Souverain spectral,Une victoire qui transcende la réalité.,no
title_storm_t,Señor de la Tormenta — Arrasando con la competencia.,Storm Lord — Destroying the competition.,Seigneur des tempêtes,Détruire la concurrence.,no
title_creator,El Creador — Quien dicta las reglas del destino.,The Creator — Who dictates the rules of destiny.,Le Créateur,Qui dicte les règles du destin.,no
title_void_walker,Caminante del Vacío — Nada puede detener su avance.,Voidwalker — Nothing can stop its progress.,Marcheur du Vide,Rien ne peut arrêter sa progression.,no
title_zenith_t,Cénit del Juego — La perfección hecha jugador.,Peak of the Game — Perfection made player.,Sommet du jeu,La perfection fait joueur.,no
title_scout,Explorador — Siempre buscando la siguiente victoria.,Explorer — Always looking for the next victory.,Explorateur,Toujours à la recherche de la prochaine victoire.,no
title_jokester,Bromista — La risa es su mejor arma.,Joker — Laughter is your best weapon.,Farceur,Le rire est votre meilleure arme.,no
title_silent,El Silencioso — Sus cartas hablan solas.,The Silent — His letters speak for themselves.,Le silencieux,Ses lettres parlent d'elles-mêmes.,no
title_rookie2,"Principiante — Apenas empieza, pero ya promete.","Beginner — It's just beginning, but it's already promising.",Débutant,"Cela ne fait que commencer, mais c'est déjà prometteur.",no
title_hunter_c,Cazador Novato — Siempre va por las cartas más peligrosas.,Novice Hunter — He always goes for the most dangerous cards.,Chasseur débutant,Il choisit toujours les cartes les plus dangereuses.,no
title_challenger_2,Retador — Nunca baja la guardia.,Challenger — He never lets his guard down.,Challenger,Il ne baisse jamais sa garde.,no
title_guardian,Guardián — Protege su mano como un tesoro.,Guardian — Protect your hand like a treasure.,Gardien,Protégez votre main comme un trésor.,no
title_maverick_2,Inconformista — Juega a su manera. Y gana.,Nonconformist — Play your way. And win.,Non-conformiste,Jouez à votre façon. Et gagner.,no
title_outlaw_2,Fuera de la Ley — Las reglas son para los demás.,Outside the Law — The rules are for others.,Hors-la-loi,Les règles sont pour les autres.,no
title_renegade_2,Disidente — Lucha contra todos. Siempre solo.,Dissident — Fight against everyone. Always alone.,Dissident,Combattez contre tout le monde. Toujours seul.,no
title_predator_e,Gran Depredador — Nadie escapa de su estrategia.,Great Predator — No one escapes his strategy.,Grand prédateur,Personne n'échappe à sa stratégie.,no
title_shadow_e,Sombra Oscura — Opera desde la oscuridad.,Dark Shadow — Operate from the darkness.,Ombre sombre,Opérez dans l’obscurité.,no
title_comeback_e,El Renacimiento — Cae y vuelve más fuerte.,The Renaissance — Fall and come back stronger.,La Renaissance,Tombez et revenez plus fort.,no
title_collector_e,Gran Colector — Lo quiere todo en su colección.,Great Collector — He wants it all in his collection.,Grand collectionneur,Il veut tout dans sa collection.,no
title_mastermind_e,La Mente Maestra — Cada movimiento ya estaba calculado.,The Master Mind — Every move was already calculated.,L'esprit maître,Chaque mouvement était déjà calculé.,no
title_noble_e,El Noble — Elegante hasta en la derrota.,The Noble — Elegant even in defeat.,Le Noble,Élégant même dans la défaite.,no
title_vanguard_e,Vanguardia — Siempre el primero en la línea.,Avant-garde — Always the first in line.,Avant-gardiste,Toujours le premier en ligne.,no
title_joker_l,"El Joker — Impredecible, letal y siempre sonriendo.","The Joker — Unpredictable, lethal and always smiling.",Le Joker,"Imprévisible, mortel et toujours souriant.",no
title_trickster_l,El Embustero — La mejor mentira es la victoria.,The Liar — The best lie is victory.,Le menteur,Le meilleur mensonge est la victoire.,no
title_rogue_l,"El Pícaro — Rápido, astuto, imposible de atrapar.","The Rogue — Fast, cunning, impossible to catch.",Le voyou,"Rapide, rusé, impossible à attraper.",no
title_observer2,"El Observador — Todo lo ve, nada se le escapa.","The Observer — He sees everything, nothing escapes him.",L'observateur,"Il voit tout, rien ne lui échappe.",no
table_casino,Mesa Casino Verde — El fieltro clásico del casino.,Green Casino Table — The classic casino felt.,Table de casino verte,Le casino classique ressenti.,no
table_wood,Mesa Madera Elegante — Madera pulida de alta calidad.,Elegant Wooden Table — High quality polished wood.,Table en bois élégante,Bois poli de haute qualité.,no
table_galaxy,Mesa Galaxia Espacial — Juega entre las estrellas.,Space Galaxy Table — Play among the stars.,Tableau de la galaxie spatiale,Jouez parmi les étoiles.,no
table_lava,Mesa Lava Volcánica — Sentirás el calor del juego.,Volcanic Lava Table — You will feel the heat of the game.,Table de lave volcanique,Vous ressentirez la chaleur du jeu.,no
table_arctic,Mesa Hielo Ártico — Fría y precisa como un glaciar.,Arctic Ice Table — Cold and precise as a glacier.,Table des glaces arctiques,Froid et précis comme un glacier.,no
table_cyber,Mesa Cyberpunk — Luces neón y circuitos futuristas.,Cyberpunk table — Neon lights and futuristic circuits.,Tableau cyberpunk,Néons et circuits futuristes.,no
table_royal,Mesa Real Púrpura — Digna de la realeza del juego.,Purple Royal Table — Worthy of gaming royalty.,Tableau Royal Violet,Digne de la royauté du jeu.,no
table_sunset,Mesa Atardecer — Colores cálidos del crepúsculo.,Sunset Table — Warm colors of twilight.,Tableau du coucher du soleil,Couleurs chaudes du crépuscule.,no
table_midnight,Mesa Medianoche — Oscuridad profunda y elegante.,Midnight Table — Deep and elegant darkness.,Table de Minuit,Une obscurité profonde et élégante.,no
table_ocean,Mesa Océano — Profundidades marinas en tu mesa.,Ocean Table — Marine depths on your table.,Table Océan,Les profondeurs marines sur votre table.,no
table_forest,Mesa Bosque — Naturaleza salvaje y calmada.,Forest Table — Wild and calm nature.,Tableau Forêt,Nature sauvage et calme.,no
table_neon_green,Mesa Neón Verde — Energía pura fluorescente.,Neon Green Table — Pure fluorescent energy.,Table Vert Néon,Énergie fluorescente pure.,no
table_crimson,Mesa Carmesí — Rojo intenso y dominante.,Crimson Table — Intense and dominant red.,Tableau cramoisi,Rouge intense et dominant.,no
table_gold,Mesa Oro Real — Lujo absoluto en cada mano.,Royal Gold Table — Absolute luxury in every hand.,Table Royale en Or,Le luxe absolu dans toutes les mains.,no
table_obsidian,Mesa Obsidiana — Piedra volcánica negra pulida.,Obsidian Table — Polished black volcanic stone.,Tableau d'obsidienne,Pierre volcanique noire polie.,no
table_rainbow,Mesa Prisma — Todos los colores del espectro.,Prism Table — All colors of the spectrum.,Table prisme,Toutes les couleurs du spectre.,no
table_sand,Mesa Arena — Calidez del desierto infinito.,Sand Table — Infinite desert warmth.,Table de sable,Chaleur infinie du désert.,no
table_slate,Mesa Pizarra — Fría y sólida como la roca.,Slate Table — Cold and solid as rock.,Table en ardoise,Froid et solide comme le roc.,no
table_carbon,Mesa Fibra de Carbón — Alta tecnología resistente.,Carbon Fiber Table — Resistant high technology.,Table en fibre de carbone,Haute technologie résistante.,no
table_nebula,Mesa Nebulosa — Nubes de gas estelar coloridas.,Nebula Table — Colorful stellar gas clouds.,Tableau Nébuleuse,Nuages de gaz stellaires colorés.,no
table_diamond,Mesa Diamante — Brillante como el diamante más puro.,Diamond Table — Brilliant like the purest diamond.,Table Diamant,Brillant comme le diamant le plus pur.,no
table_platinum,Mesa Platino — El metal más valioso bajo tus cartas.,Platinum Table — The most valuable metal under your cards.,Table Platine,Le métal le plus précieux sous vos cartes.,no
table_emerald,Mesa Esmeralda — Verde brillante de piedra preciosa.,Emerald Table — Bright green gemstone.,Tableau Émeraude,Pierre précieuse vert vif.,no
table_sapphire,Mesa Zafiro — Azul intenso de gema real.,Sapphire Table — Intense blue of royal gem.,Table Saphir,Bleu intense de gemme royale.,no
table_ruby,Mesa Rubí — Rojo ardiente de piedra preciosa.,Ruby Table — Fiery red gemstone.,Tableau Rubis,Pierre précieuse rouge feu.,no
table_bamboo,Mesa Bambú — Naturaleza zen y armonía oriental.,Bamboo Table — Zen nature and oriental harmony.,Table en Bambou,Nature zen et harmonie orientale.,no
table_japanese,Mesa Arte Japonés — Estética del sol naciente.,Japanese Art Table — Aesthetics of the rising sun.,Tableau d'art japonais,Esthétique du soleil levant.,no
table_circuit,Mesa Circuitos — Tecnología de punta en cada mano.,Circuits Table — Cutting-edge technology in each hand.,Tableau des circuits,Une technologie de pointe dans chaque main.,no
table_volcano,Mesa Volcán — Fuego y lava bajo tus pies.,Volcano Table — Fire and lava under your feet.,Tableau des volcans,Feu et lave sous vos pieds.,no
table_storm,Mesa Tormenta — Rayos y truenos en el horizonte.,Storm Table — Lightning and thunder on the horizon.,Tableau des tempêtes,Des éclairs et du tonnerre à l’horizon.,no
table_aurora,Mesa Aurora Boreal — Luces del norte en colores vibrantes.,Aurora Borealis Table — Northern lights in vibrant colors.,Tableau Aurores Boréales,Aurores boréales aux couleurs vibrantes.,no
table_seabed,Mesa Fondo Marino — Profundidades del océano inexplorado.,Seabed Table — Depths of the unexplored ocean.,Tableau des fonds marins,Profondeurs de l'océan inexploré.,no
table_pyramid,Mesa Pirámide Dorada — Misterios del antiguo Egipto.,Golden Pyramid Table — Mysteries of ancient Egypt.,Table Pyramide Dorée,Mystères de l'Egypte ancienne.,no
table_marblenoir,Mesa Mármol Negro — Elegancia oscura y sofisticada.,Black Marble Table — Dark and sophisticated elegance.,Table en marbre noir,Une élégance sombre et sophistiquée.,no
table_stadium,Mesa Estadio — El rugido de la multitud te impulsa.,Stadium Table — The roar of the crowd drives you.,Table de stade,Le rugissement de la foule vous anime.,no
table_desert,Mesa Desierto — Calor de las dunas infinitas.,Desert Table — Heat of the infinite dunes.,Table du désert,Chaleur des dunes infinies.,no
table_ninja,Mesa Ninja — Sigilo y velocidad en cada movimiento.,Ninja table — Stealth and speed in every movement.,Tableau des ninjas,Furtivité et vitesse dans chaque mouvement.,no
table_samurai,Mesa Samurai — Honor y disciplina del guerrero.,Samurai Table — Honor and discipline of the warrior.,Tableau Samouraï,Honneur et discipline du guerrier.,no
table_dragon,Mesa Dragón — El fuego del dragón eterno.,Dragon Table — The eternal dragon fire.,Tableau des Dragons,Le feu éternel du dragon.,no
table_bonsai,Mesa Bonsai — Paciencia y arte de la naturaleza.,Bonsai Table — Patience and art of nature.,Tableau Bonsaï,Patience et art de la nature.,no
table_cosmos,Mesa Cosmos — Todo el universo en una mesa.,Cosmos table — The entire universe on one table.,Tableau Cosmos,L'univers entier sur une seule table.,no
table_tokyo,Mesa Tokio — La ciudad más moderna del mundo.,Tokyo table — The most modern city in the world.,Tableau de Tokyo,La ville la plus moderne du monde.,no
table_rome,Mesa Roma — Grandeza del Imperio Romano.,Rome table — Greatness of the Roman Empire.,Tableau romain,Grandeur de l'Empire romain.,no
table_arctic2,Mesa Tundra Ártica — Hielo eterno bajo cero grados.,Arctic Tundra Table — Eternal ice below zero degrees.,Tableau de la toundra arctique,Glace éternelle en dessous de zéro degré.,no
table_moss2,Mesa Musgo — Vida que crece en silencio.,Moss Table — Life that grows in silence.,Table de mousse,La vie qui grandit en silence.,no
table_amber,Mesa Ámbar — Resina fósil atrapada en el tiempo.,Amber Table — Fossil resin trapped in time.,Tableau Ambre,Résine fossile piégée dans le temps.,no
table_rose,Mesa Rosal — Delicadeza y pasión entrelazadas.,Rosal Table — Delicacy and passion intertwined.,Table Rosale,Délicatesse et passion mêlées.,no
table_turquoise,Mesa Turquesa — El color del cielo y el mar juntos.,Turquoise Table — The color of the sky and the sea together.,Tableau Turquoise,La couleur du ciel et de la mer ensemble.,no
table_jade,Mesa Jade — Piedra sagrada del lejano oriente.,Jade Table — Sacred stone from the Far East.,Table de Jade,Pierre sacrée d'Extrême-Orient.,no
table_bronze,Mesa Bronce — Antigüedad y gloria de metal.,Bronze Table — Antiquity and glory of metal.,Tableau En Bronze,Antiquité et gloire du métal.,no
table_silver,Mesa Plata — Elegancia metálica plateada.,Silver Table — Silver metallic elegance.,Tableau Argent,Élégance métallique argentée.,no
table_indigo,Mesa Índigo — Profundidad del color más misterioso.,Indigo Table — Depth of the most mysterious color.,Tableau Indigo,Profondeur de la couleur la plus mystérieuse.,no
table_limegreen,Mesa Lima — Frescura y energía vegetal.,Lima Table — Freshness and plant energy.,Tableau Lima,Fraîcheur et énergie végétale.,no
table_magenta,Mesa Magenta — Color vibrante y atrevido.,Magenta Table — Vibrant and bold color.,Tableau magenta,Couleur vibrante et audacieuse.,no
table_periwinkle,Mesa Periwinkel — Azul lavanda suave y relajante.,Periwinkel table — Soft and relaxing lavender blue.,Table de pervenche,Bleu lavande doux et relaxant.,no
table_maroon,Mesa Granate — Rojo oscuro vino de calidad.,Garnet Table — Dark red quality wine.,Tableau Grenat,Vin de qualité rouge foncé.,no
table_teal,Mesa Verde Azulado — Mezcla perfecta de mar y bosque.,Teal Table — Perfect mix of sea and forest.,Table bleu sarcelle,Mélange parfait de mer et de forêt.,no
table_opal,Mesa Ópalo — Iridiscencia mágica de piedra única.,Opal Table — Unique stone magical iridescence.,Table Opale,Irisation magique de pierre unique.,no
table_copper,Mesa Cobre — Calidez metálica rojiza.,Copper Table — Reddish metallic warmth.,Table en cuivre,Chaleur métallique rougeâtre.,no
table_midnight2,Mesa Noche Eterna — Oscuridad absoluta sin fin.,Eternal Night Table — Endless absolute darkness.,Table de nuit éternelle,Une obscurité absolue sans fin.,no
table_lapis,Mesa Lapislázuli — Azul profundo del Renacimiento.,Lapis lazuli table — Deep Renaissance blue.,Tableau en lapis-lazuli,Bleu Renaissance profond.,no
table_obsidian2,Mesa Volcánica — Lava solidificada bajo los astros.,Volcanic Table — Lava solidified under the stars.,Tableau volcanique,La lave s'est solidifiée sous les étoiles.,no
table_pearl,Mesa Perla — Suavidad y pureza del nácar marino.,Pearl Table — Softness and purity of marine mother-of-pearl.,Tableau Perle,Douceur et pureté de la nacre marine.,no
table_coral,Mesa Coral — Vida submarina vibrante y colorida.,Coral Table — Vibrant and colorful underwater life.,Table Corail,Une vie sous-marine vibrante et colorée.,no
table_onyx,"Mesa Ónix — Negro puro, perfección absoluta.","Onyx Table — Pure black, absolute perfection.",Tableau Onyx,"Noir pur, perfection absolue.",no
table_chartreuse,Mesa Chartreuse — Verde amarillento radiactivo.,Chartreuse table — Radioactive yellowish green.,Table Chartreuse,Vert jaunâtre radioactif.,no
table_vermilion,Mesa Bermellón — Rojo intenso de la China imperial.,Vermillion Table — Intense red of imperial China.,Table Vermillon,Rouge intense de la Chine impériale.,no
table_viridian,Mesa Viridiana — Verde azulado de artista.,Viridian Table — Artist's teal.,Table viridienne,Sarcelle d'artiste.,no
table_puce,Mesa Malva Rosa — Rosa oscuro misterioso.,Pink Mauve Table — Mysterious dark pink.,Tableau Mauve Rose,Rose foncé mystérieux.,no
table_umber,Mesa Sombra — Tierra oscura de la campiña.,Shadow Table — Dark countryside land.,Table d'ombre,Terre de campagne sombre.,no
table_cobalt,Mesa Cobalto — Azul industrial potente.,Cobalt Table — Powerful industrial blue.,Tableau Cobalt,Bleu industriel puissant.,no
table_sangria,Mesa Sangría — Rojo vino festivo y cálido.,Sangria Table — Festive and warm wine red.,Table de sangria,Vin rouge festif et chaleureux.,no
table_ecru,Mesa Crema — Suavidad de la crema y el marfil.,Cream Table — Softness of cream and ivory.,Tableau Crème,Douceur de crème et d'ivoire.,no
table_wisteria,Mesa Glicinia — Malva floral de primavera eterna.,Wisteria Table — Eternal spring floral mauve.,Tableau Glycine,Mauve floral du printemps éternel.,no
table_iceblue,Mesa Hielo Glacial — Frío extremo del polo norte.,Glacial Ice Table — Extreme cold of the north pole.,Table de glace glaciaire,Froid extrême du pôle nord.,no
table_khaki,Mesa Caqui — Camuflaje de jungla tropical.,Khaki Table — Tropical jungle camouflage.,Tableau Kaki,Camouflage de la jungle tropicale.,no
table_oxblood,Mesa Sangre de Buey — Rojo oscuro profundo y majestuoso.,Ox Blood Table — Deep and majestic dark red.,Table de sang de bœuf,Rouge foncé profond et majestueux.,no
table_seafoam,Mesa Espuma Marina — Verde pálido del litoral suave.,Marine Foam Table — Pale green of the soft coastline.,Table en mousse marine,Vert pâle du doux littoral.,no
table_mulberry,Mesa Mora — Morado oscuro de fruto silvestre.,Mora Table — Dark purple of wild fruit.,Tableau Mora,Pourpre foncé de fruits sauvages.,no
table_asphalt,Mesa Asfalto — Gris oscuro urbano.,Asphalt Table — Urban dark grey.,Table d'asphalte,Gris foncé urbain.,no
table_ultraviolet,Mesa Ultravioleta — Energía invisible y poderosa.,Ultraviolet Table — Invisible and powerful energy.,Tableau ultraviolet,Énergie invisible et puissante.,no
table_firebrick,Mesa Ladrillo Rojo — Solidez y fuerza del adobe.,Red Brick Table — Solidity and strength of adobe.,Table en brique rouge,Solidité et force de l'adobe.,no
table_evergreen,Mesa Pino Eterno — Verde profundo del bosque inmortal.,Eternal Pine Table — Deep green of the immortal forest.,Table en pin éternel,Vert profond de la forêt immortelle.,no
table_nightsky,Mesa Cielo Nocturno — Estrellas y luna llena te guían.,Night Sky Table — Stars and full moon guide you.,Tableau du ciel nocturne,Les étoiles et la pleine lune vous guident.,no
table_ochre,Mesa Ocre — Tierra amarillenta de las cavernas.,Ocher Table — Yellowish cave earth.,Table Ocre,Terre de grotte jaunâtre.,no
table_ultramarine,Mesa Ultramar — Azul intenso más allá del horizonte.,Ultramar Table — Intense blue beyond the horizon.,Tableau Ultramar,Un bleu intense au-delà de l'horizon.,no
table_mahogany,Mesa Caoba — Madera noble de árbol centenario.,Mahogany Table — Hardwood from a century-old tree.,Table en acajou,Bois dur issu d'un arbre centenaire.,no
table_pewter,Mesa Peltre — Metal gris azulado antiguo.,Pewter Table — Antique blue-gray metal.,Table en étain,Métal bleu-gris antique.,no
table_carnelian,Mesa Cornalina — Piedra rojo anaranjada ardiente.,Carnelian Table — Fiery red-orange stone.,Table de cornaline,Pierre rouge-orange ardente.,no
table_dusk,Mesa Crepúsculo — El momento mágico entre día y noche.,Twilight Table — The magical moment between day and night.,Table crépusculaire,Le moment magique entre le jour et la nuit.,no
face_default,Clásico Blanco — Diseño limpio y clásico.,Classic White — Clean and classic design.,Blanc classique,Design épuré et classique.,no
